Scenario,Year,Model,spGDD,pcp.Feb,pcp.Mar,pcp.Apr
SSP126,2023,BCC,397.889,111.971,64.5651,118.356
SSP126,2024,BCC,448.664,33.8046,100.893,109.09
SSP126,2025,BCC,413.091,45.7805,83.0227,146.933
SSP126,2026,BCC,398.146,178.979,63.2056,102.595
SSP126,2027,BCC,371.356,101.104,228.324,115.148
SSP126,2028,BCC,413.545,31.1626,181.36,128.615
SSP126,2029,BCC,357.563,54.0395,61.4708,78.7083
SSP126,2030,BCC,398.524,130.993,44.3902,63.3036
SSP126,2031,BCC,357.465,143.557,105.38,104.812
SSP126,2032,BCC,389.703,19.8015,85.2729,150.269
SSP126,2033,BCC,258.149,106.611,125.203,148.089
SSP126,2034,BCC,323.224,157.478,83.8492,128.877
SSP126,2035,BCC,406.09,94.0805,96.2381,93.8123
SSP126,2036,BCC,364.191,116,91.4932,88.0379
SSP126,2037,BCC,377.137,76.5997,165.404,143.354
SSP126,2038,BCC,410.901,149.482,106.339,77.5515
SSP126,2039,BCC,338.933,89.2864,73.469,84.6421
SSP126,2040,BCC,425.292,173.146,153.993,41.681
SSP126,2041,BCC,385.471,98.4377,113.789,95.9678
SSP126,2042,BCC,381.106,162.173,104.994,80.7374
SSP126,2043,BCC,463.366,110.341,93.3065,82.6656
SSP126,2050,BCC,362.775,77.3357,191.404,127.507
SSP126,2051,BCC,420.318,34.0707,169.101,95.2291
SSP126,2052,BCC,380.489,101.149,123.665,64.7267
SSP126,2053,BCC,350.147,191.85,132.13,53.7356
SSP126,2054,BCC,437.509,26.179,94.2574,95.054
SSP126,2055,BCC,397.62,108.602,71.3126,150.86
SSP126,2056,BCC,280.91,175.708,89.7284,188.599
SSP126,2057,BCC,357,38.9086,130.242,205.576
SSP126,2058,BCC,392.118,140.252,113.096,137.431
SSP126,2059,BCC,426.641,111.011,116.022,74.8464
SSP126,2060,BCC,376.33,87.5695,82.8787,125.244
SSP126,2061,BCC,397.371,48.4384,76.2497,40.237
SSP126,2062,BCC,387.025,41.0944,78.0116,151.884
SSP126,2063,BCC,422.491,163.173,119.91,105.023
SSP126,2064,BCC,401.053,194.869,111.023,170.22
SSP126,2065,BCC,438.16,73.4632,100.223,71.8095
SSP126,2066,BCC,342.513,134.788,97.4991,56.8657
SSP126,2067,BCC,474.022,103.67,72.2039,102.77
SSP126,2068,BCC,399.474,115.225,159.803,71.0096
SSP126,2069,BCC,440.888,54.786,84.1099,106.026
SSP126,2070,BCC,452.895,64.047,143.8,110.401
SSP126,2080,BCC,440.041,91.7264,38.9064,101.469
SSP126,2081,BCC,431.69,82.3167,97.56,97.433
SSP126,2082,BCC,456.619,35.379,128.167,48.878
SSP126,2083,BCC,430.027,226.329,110.456,156.249
SSP126,2084,BCC,325.017,69.9897,128.15,146.365
SSP126,2085,BCC,424.511,77.851,78.2066,44.2893
SSP126,2086,BCC,373.061,44.55,128.073,119.539
SSP126,2087,BCC,423.171,109.815,122.891,76.8978
SSP126,2088,BCC,421.012,158.64,79.4903,108.403
SSP126,2089,BCC,372.865,105.212,178.788,135.784
SSP126,2090,BCC,366.192,72.7251,112.088,95.0377
SSP126,2091,BCC,329.935,95.8185,137.736,122.742
SSP126,2092,BCC,345.864,91.521,101.264,206.34
SSP126,2093,BCC,390.311,72.8988,107.543,147.151
SSP126,2094,BCC,450.224,65.8065,76.7464,71.8882
SSP126,2095,BCC,410.911,167.466,98.7415,102.79
SSP126,2096,BCC,451.845,105.113,53.6744,145.407
SSP126,2097,BCC,422.8,35.9353,73.1819,205.589
SSP126,2098,BCC,425.539,106.208,31.9637,158.801
SSP126,2099,BCC,369.415,94.2487,69.5864,122.07
SSP126,2100,BCC,350.132,75.6176,106.649,113.977
SSP245,2023,BCC,440.185,85.4851,76.7567,82.8359
SSP245,2024,BCC,416.02,105.003,83.95,102.117
SSP245,2025,BCC,390.579,98.6818,120.152,107.962
SSP245,2026,BCC,306.857,142.381,183.743,152.494
SSP245,2027,BCC,405.34,95.1271,54.3969,154.422
SSP245,2028,BCC,386.243,88.2338,79.6854,62.6885
SSP245,2029,BCC,384.043,98.3862,92.4244,118.21
SSP245,2030,BCC,380.197,141.207,177.034,100.919
SSP245,2031,BCC,365.533,194.135,122.966,57.8819
SSP245,2032,BCC,453.551,77.8368,88.929,50.1932
SSP245,2033,BCC,482.024,83.6456,120.255,78.6745
SSP245,2034,BCC,421.218,76.7985,91.1106,89.8337
SSP245,2035,BCC,439.149,113.401,85.4798,65.8164
SSP245,2036,BCC,378.217,48.3443,90.4102,115.339
SSP245,2037,BCC,378.47,92.4667,229.266,130.168
SSP245,2038,BCC,358.826,43.622,123.708,130.378
SSP245,2039,BCC,374.404,103.799,123.804,48.2203
SSP245,2040,BCC,476.786,84.0175,74.8693,113.792
SSP245,2041,BCC,375.096,127.427,117.172,131.283
SSP245,2042,BCC,269.258,155.167,159.091,119.614
SSP245,2043,BCC,397.71,52.9427,120.1,45.6721
SSP245,2050,BCC,449.092,222.974,134.887,38.0602
SSP245,2051,BCC,400.728,166.145,109.166,151.443
SSP245,2052,BCC,378.562,49.2338,106.21,103.622
SSP245,2053,BCC,410.854,72.7688,97.4503,103.872
SSP245,2054,BCC,404.233,40.1628,148.399,96.9289
SSP245,2055,BCC,464.68,93.1035,135.437,54.806
SSP245,2056,BCC,446.137,83.933,119.823,76.6805
SSP245,2057,BCC,468.3,70.7557,153.499,100.911
SSP245,2058,BCC,410.377,92.7659,125.789,91.6602
SSP245,2059,BCC,468.646,89.0842,44.1086,59.1347
SSP245,2060,BCC,462.466,82.4075,41.9266,91.3668
SSP245,2061,BCC,409.155,80.3407,200.542,191.481
SSP245,2062,BCC,412.007,132.531,159.133,98.4435
SSP245,2063,BCC,417.389,41.9537,122.957,113.258
SSP245,2064,BCC,478.99,95.3285,100.393,97.6991
SSP245,2065,BCC,375.728,103.634,158.951,81.7689
SSP245,2066,BCC,435.023,71.1599,179.114,55.6886
SSP245,2067,BCC,411.301,98.4365,82.6548,72.3968
SSP245,2068,BCC,415.399,147.168,114.699,85.3287
SSP245,2069,BCC,446.856,107.702,33.7362,139.792
SSP245,2070,BCC,418.669,74.2076,60.137,82.9088
SSP245,2080,BCC,460.275,46.21,72.9235,73.979
SSP245,2081,BCC,379.417,96.4307,161.881,93.1494
SSP245,2082,BCC,429.893,97.7013,132.784,55.0284
SSP245,2083,BCC,340.061,92.7144,75.6885,156.274
SSP245,2084,BCC,444.786,138.065,90.0755,61.4921
SSP245,2085,BCC,403.97,66.8442,75.2151,86.2674
SSP245,2086,BCC,438.553,117.17,172.668,62.2942
SSP245,2087,BCC,350.165,198.229,121.303,71.0193
SSP245,2088,BCC,400.338,182.041,118.928,97.0221
SSP245,2089,BCC,388.69,71.396,118.399,105.078
SSP245,2090,BCC,442.171,157.419,73.7601,50.9224
SSP245,2091,BCC,439.731,87.2336,86.0756,99.864
SSP245,2092,BCC,389.082,124.293,208.661,91.485
SSP245,2093,BCC,507.783,93.3591,122.589,96.9716
SSP245,2094,BCC,371.914,47.8844,129.474,113.915
SSP245,2095,BCC,415.971,83.0883,119.643,51.2569
SSP245,2096,BCC,484.804,57.4835,54.459,113.004
SSP245,2097,BCC,432.922,102.426,118.272,137.378
SSP245,2098,BCC,498.14,89.3437,52.5212,106.254
SSP245,2099,BCC,451.789,32.1505,169.213,79.1352
SSP245,2100,BCC,398.974,192.912,114.576,50.2792
SSP370,2023,BCC,346.442,131.901,93.7092,52.2705
SSP370,2024,BCC,409.702,66.2019,60.3471,150.868
SSP370,2025,BCC,341.741,90.8537,100.354,108.821
SSP370,2026,BCC,401.63,67.4219,71.151,112.047
SSP370,2027,BCC,428.346,126.485,59.9553,90.9298
SSP370,2028,BCC,401.876,49.0657,67.4768,81.6196
SSP370,2029,BCC,387.702,101.467,120.696,92.0609
SSP370,2030,BCC,365.811,116.027,120.938,100.324
SSP370,2031,BCC,486.597,184.416,90.0503,41.5984
SSP370,2032,BCC,413.024,72.6482,120.888,85.7437
SSP370,2033,BCC,352.945,107.404,71.476,108.133
SSP370,2034,BCC,388.21,72.3668,81.5001,79.0149
SSP370,2035,BCC,438.862,134.348,139.167,45.0305
SSP370,2036,BCC,422.919,105.723,50.3387,116.304
SSP370,2037,BCC,392.71,71.4838,74.0204,36.0803
SSP370,2038,BCC,440.054,110.543,282.195,25.8867
SSP370,2039,BCC,406.8,122.29,134.161,127.633
SSP370,2040,BCC,378.429,87.6778,139.907,119.695
SSP370,2041,BCC,443.721,116.401,82.8895,100.043
SSP370,2042,BCC,434.519,113.687,102.427,45.7623
SSP370,2043,BCC,457.161,93.2951,71.0164,156.858
SSP370,2050,BCC,433.903,118.283,83.0351,94.9963
SSP370,2051,BCC,480.464,79.5338,75.4752,69.1777
SSP370,2052,BCC,453.286,39.3497,118.369,74.2713
SSP370,2053,BCC,410.761,87.8395,128.388,111.992
SSP370,2054,BCC,377.753,101.653,152.656,72.8058
SSP370,2055,BCC,476.189,113.755,95.1864,92.9025
SSP370,2056,BCC,442.019,57.5607,132.618,85.6832
SSP370,2057,BCC,432.378,133.428,126.088,144.347
SSP370,2058,BCC,404.21,239.956,105.06,71.1864
SSP370,2059,BCC,375.642,147.421,94.3568,112.24
SSP370,2060,BCC,449.378,100.707,143.616,104.293
SSP370,2061,BCC,387.153,329.117,118,128.704
SSP370,2062,BCC,452.207,107.262,101.603,150.246
SSP370,2063,BCC,442.026,93.3672,136.455,63.4285
SSP370,2064,BCC,478.441,102.479,30.5665,163.226
SSP370,2065,BCC,464.921,81.4109,137.415,132.883
SSP370,2066,BCC,478.831,84.7394,102.964,64.3665
SSP370,2067,BCC,496.537,106.08,62.3437,46.933
SSP370,2068,BCC,446.665,63.2061,212.604,24.3212
SSP370,2069,BCC,417.003,91.083,243.639,135.535
SSP370,2070,BCC,384.939,43.1906,114.286,104.594
SSP370,2080,BCC,452.657,28.9806,182.692,117.178
SSP370,2081,BCC,458.06,107.546,55.2357,76.0099
SSP370,2082,BCC,486.551,148.188,54.8186,159.156
SSP370,2083,BCC,480.243,157.166,118.969,86.0655
SSP370,2084,BCC,488.081,139.137,74.8115,29.9144
SSP370,2085,BCC,496.612,108.508,75.5486,112.19
SSP370,2086,BCC,426.583,41.7749,183.673,191.378
SSP370,2087,BCC,456.956,102.249,61.906,59.7853
SSP370,2088,BCC,493.562,194.201,79.3387,160.913
SSP370,2089,BCC,500.179,92.1508,144.488,125.158
SSP370,2090,BCC,409.705,152.359,209.032,76.5713
SSP370,2091,BCC,515.815,64.8062,90.0865,86.0767
SSP370,2092,BCC,476.708,119.574,69.9781,58.8108
SSP370,2093,BCC,528.724,119.615,61.7848,62.9332
SSP370,2094,BCC,472.719,137.342,129.514,44.7379
SSP370,2095,BCC,423.52,162.18,149.809,78.9007
SSP370,2096,BCC,501.302,146.621,114.74,75.0562
SSP370,2097,BCC,536.315,69.5696,107.478,74.0262
SSP370,2098,BCC,512.341,144.962,93.0804,137.303
SSP370,2099,BCC,406.864,76.3614,185.312,130.908
SSP370,2100,BCC,465.667,103.108,62.6139,96.4528
SSP585,2023,BCC,462.337,80.243,53.6051,168.348
SSP585,2024,BCC,425.967,59.6063,27.6439,71.9869
SSP585,2025,BCC,451.238,124.909,71.4922,101.057
SSP585,2026,BCC,428.584,43.1233,81.9118,91.983
SSP585,2027,BCC,382.358,95.4434,89.2306,101.719
SSP585,2028,BCC,434.274,69.545,67.7848,51.9004
SSP585,2029,BCC,415.24,143.148,105.313,85.4055
SSP585,2030,BCC,366.885,57.5069,170.406,82.4448
SSP585,2031,BCC,340.444,61.4214,87.4073,259.201
SSP585,2032,BCC,403.041,125.989,108.988,78.172
SSP585,2033,BCC,450.866,90.2992,54.9625,100.564
SSP585,2034,BCC,347.29,145.8,56.9213,150.723
SSP585,2035,BCC,392.938,131.942,167.008,99.6277
SSP585,2036,BCC,473.092,113.112,80.6353,54.406
SSP585,2037,BCC,429.427,18.844,77.5196,44.7605
SSP585,2038,BCC,432.104,111.759,33.4902,85.8397
SSP585,2039,BCC,447.656,72.4372,141.491,65.1388
SSP585,2040,BCC,366.708,57.5837,92.368,82.0964
SSP585,2041,BCC,415.892,96.2161,167.347,154.242
SSP585,2042,BCC,376.144,104.356,328.399,142.712
SSP585,2043,BCC,410.185,155.391,83.4929,95.8194
SSP585,2050,BCC,431.318,134.693,78.0748,126.201
SSP585,2051,BCC,438.277,81.7886,97.4576,83.2419
SSP585,2052,BCC,527.084,34.8002,118.848,78.7107
SSP585,2053,BCC,471.507,142.679,84.2184,75.5267
SSP585,2054,BCC,442.046,233.631,37.6353,130.324
SSP585,2055,BCC,424.906,88.1196,81.3238,64.501
SSP585,2056,BCC,461.181,80.0065,103.898,123.384
SSP585,2057,BCC,410.065,116.262,200.757,66.9167
SSP585,2058,BCC,489.396,58.2805,152.532,69.351
SSP585,2059,BCC,502.066,133.102,115.762,92.446
SSP585,2060,BCC,443.289,79.8093,67.4377,150.712
SSP585,2061,BCC,462.123,110.31,50.7184,84.4933
SSP585,2062,BCC,461.67,76.8561,118.43,77.0258
SSP585,2063,BCC,427.431,169.583,130.26,67.8161
SSP585,2064,BCC,450.313,35.5473,93.2689,142.008
SSP585,2065,BCC,449.932,98.3281,145.579,104.559
SSP585,2066,BCC,462.831,52.9463,89.9509,91.8742
SSP585,2067,BCC,436.007,70.5558,135.875,90.1363
SSP585,2068,BCC,485.635,76.4232,108.272,125.453
SSP585,2069,BCC,410.308,90.0494,192.367,104.671
SSP585,2070,BCC,414.68,133.669,73.7976,129.787
SSP585,2080,BCC,535.564,117.991,116.781,99.4065
SSP585,2081,BCC,500.368,141.189,113.09,47.0462
SSP585,2082,BCC,496.926,140.467,82.6626,87.5327
SSP585,2083,BCC,487.359,87.181,99.1843,54.2691
SSP585,2084,BCC,555.608,41.4279,127.989,50.9961
SSP585,2085,BCC,519.344,150.074,101.4,79.5776
SSP585,2086,BCC,469.799,197.453,222.524,87.7936
SSP585,2087,BCC,538.5,93.2811,144.101,87.4096
SSP585,2088,BCC,509.437,107.514,97.5288,87.8762
SSP585,2089,BCC,405.582,140.533,81.6776,118.191
SSP585,2090,BCC,491.691,45.2301,92.6765,18.6012
SSP585,2091,BCC,520.249,111.315,136.034,131.434
SSP585,2092,BCC,536.182,82.5713,87.7811,73.3674
SSP585,2093,BCC,539.201,70.6817,65.7896,96.8926
SSP585,2094,BCC,574.391,89.5231,125.717,109.851
SSP585,2095,BCC,477.63,59.338,162.469,45.318
SSP585,2096,BCC,476.443,57.6433,105.012,80.8726
SSP585,2097,BCC,544.413,208.367,81.9768,111.778
SSP585,2098,BCC,575.388,91.2849,183.292,119.118
SSP585,2099,BCC,516.499,155.887,128.203,104.614
SSP585,2100,BCC,423.439,128.98,151.267,149.207
SSP126,2023,CANESM,441.742,122.298,46.8747,30.8017
SSP126,2024,CANESM,442.193,65.9168,37.6332,74.0372
SSP126,2025,CANESM,475.2,79.6231,51.8562,122.379
SSP126,2026,CANESM,389.139,12.5729,43.3953,39.536
SSP126,2027,CANESM,408.659,23.6127,68.8407,43.5034
SSP126,2028,CANESM,388.827,31.3596,22.9493,104.982
SSP126,2029,CANESM,418.474,56.8319,27.2784,90.2625
SSP126,2030,CANESM,443.758,67.9573,69.4361,63.5236
SSP126,2031,CANESM,435.76,71.6206,76.3344,50.0406
SSP126,2032,CANESM,439.482,171.474,46.7206,39.6848
SSP126,2033,CANESM,414.285,45.5075,142.907,112.969
SSP126,2034,CANESM,498.04,58.6699,87.153,24.7537
SSP126,2035,CANESM,428.846,21.1541,73.5519,83.1
SSP126,2036,CANESM,531.049,45.2612,71.2081,48.5103
SSP126,2037,CANESM,477.495,64.071,30.3013,13.1648
SSP126,2038,CANESM,461.424,52.1678,122.842,21.4015
SSP126,2039,CANESM,440.765,105.083,56.1259,89.3888
SSP126,2040,CANESM,464.486,23.7911,92.9465,29.1471
SSP126,2041,CANESM,443.058,64.9279,51.0985,26.2197
SSP126,2042,CANESM,408.825,64.4589,49.8654,100.759
SSP126,2043,CANESM,468.497,39.7046,70.0226,89.3522
SSP126,2050,CANESM,477.727,44.5996,16.541,70.1067
SSP126,2051,CANESM,547.269,36.1503,52.6006,61.8073
SSP126,2052,CANESM,492.761,58.629,24.8202,109.592
SSP126,2053,CANESM,458.932,38.5989,55.393,82.3486
SSP126,2054,CANESM,500.618,30.771,80.4083,28.906
SSP126,2055,CANESM,412.032,114.106,51.7393,46.7548
SSP126,2056,CANESM,417.026,51.8521,79.2624,16.6594
SSP126,2057,CANESM,383.012,71.1752,106.276,54.3513
SSP126,2058,CANESM,462.361,71.0808,24.2993,110.42
SSP126,2059,CANESM,544.022,30.5871,74.4075,67.2049
SSP126,2060,CANESM,490.608,93.2543,71.2093,95.973
SSP126,2061,CANESM,486.251,76.9507,12.459,53.4868
SSP126,2062,CANESM,488.777,13.2622,68.1665,13.8483
SSP126,2063,CANESM,448.479,66.8622,43.5277,119.243
SSP126,2064,CANESM,462.239,75.1637,51.4228,78.4719
SSP126,2065,CANESM,514.046,70.3789,13.7103,40.4269
SSP126,2066,CANESM,508.625,35.5755,16.964,81.4719
SSP126,2067,CANESM,447.965,51.4419,69.9058,37.5557
SSP126,2068,CANESM,490.681,52.5952,70.0498,32.3098
SSP126,2069,CANESM,440.228,55.0682,74.432,136.234
SSP126,2070,CANESM,463.329,66.6405,80.0791,62.3001
SSP126,2080,CANESM,507.756,67.1241,68.0268,41.8934
SSP126,2081,CANESM,554.602,20.903,28.2445,28.6913
SSP126,2082,CANESM,490.438,24.379,49.8073,61.6434
SSP126,2083,CANESM,519.427,125.681,28.7785,28.6389
SSP126,2084,CANESM,400.087,26.5765,76.8695,53.6254
SSP126,2085,CANESM,431.142,74.3284,105.866,58.6187
SSP126,2086,CANESM,396.717,36.5734,76.4779,55.0614
SSP126,2087,CANESM,496.442,65.0477,34.6956,34.0208
SSP126,2088,CANESM,501.452,14.1329,26.6455,30.8932
SSP126,2089,CANESM,452.213,128.731,51.5258,51.4806
SSP126,2090,CANESM,464.074,13.4103,58.593,23.0847
SSP126,2091,CANESM,431.447,151.066,53.4735,57.0814
SSP126,2092,CANESM,466.159,34.5276,86.429,55.0739
SSP126,2093,CANESM,466.161,36.5536,126.166,120.207
SSP126,2094,CANESM,438.942,83.8771,48.6609,46.1087
SSP126,2095,CANESM,533.359,75.7848,16.5945,24.1642
SSP126,2096,CANESM,379.677,99.0908,104.588,91.2742
SSP126,2097,CANESM,421.059,43.8469,63.3574,94.2239
SSP126,2098,CANESM,485.301,19.6082,68.027,19.5136
SSP126,2099,CANESM,396.524,116.101,91.5019,137.344
SSP126,2100,CANESM,443.625,52.033,46.212,73.9634
SSP245,2023,CANESM,472.797,34.4915,38.2575,48.6659
SSP245,2024,CANESM,512.375,113.83,63.1459,70.5207
SSP245,2025,CANESM,400.868,41.5828,93.3436,65.3621
SSP245,2026,CANESM,289.753,77.7016,105.745,65.5791
SSP245,2027,CANESM,431.417,31.6856,35.2313,74.9019
SSP245,2028,CANESM,426.857,107.535,28.3672,45.4202
SSP245,2029,CANESM,418.967,23.7636,72.665,51.3295
SSP245,2030,CANESM,435.647,27.0378,42.7297,58.7014
SSP245,2031,CANESM,402.715,97.6365,28.9879,148.08
SSP245,2032,CANESM,389.668,60.9833,111.098,157.213
SSP245,2033,CANESM,357.273,139.021,87.1832,144.644
SSP245,2034,CANESM,429.585,73.0418,32.2254,33.1994
SSP245,2035,CANESM,402.547,63.2704,19.2187,98.5985
SSP245,2036,CANESM,386.57,111.482,50.6166,118.347
SSP245,2037,CANESM,375.698,8.45634,50.8366,91.1665
SSP245,2038,CANESM,463.205,30.8324,59.5995,45.6968
SSP245,2039,CANESM,528.438,38.5147,90.5273,43.2074
SSP245,2040,CANESM,500.772,50.0747,22.9756,89.2434
SSP245,2041,CANESM,512.594,31.4531,51.2799,47.7696
SSP245,2042,CANESM,438.798,90.915,29.3783,46.7985
SSP245,2043,CANESM,504.943,26.4736,29.9641,22.4752
SSP245,2050,CANESM,554.77,20.4605,52.029,53.4716
SSP245,2051,CANESM,431.65,54.2129,65.0175,56.1823
SSP245,2052,CANESM,418.923,52.8872,122.229,89.0544
SSP245,2053,CANESM,480.72,36.0763,21.071,131.625
SSP245,2054,CANESM,598.523,33.9138,28.5641,19.8536
SSP245,2055,CANESM,538.875,91.9873,58.0818,46.8652
SSP245,2056,CANESM,497.74,82.8063,113.946,45.693
SSP245,2057,CANESM,514.29,101.738,32.2975,21.3707
SSP245,2058,CANESM,589.306,47.6558,22.3048,19.9644
SSP245,2059,CANESM,542.781,54.8815,26.5091,27.4673
SSP245,2060,CANESM,488.359,80.8794,44.4759,79.3139
SSP245,2061,CANESM,478.332,51.882,99.2927,39.613
SSP245,2062,CANESM,527.471,54.1121,8.14887,25.3423
SSP245,2063,CANESM,525.788,40.2061,14.2526,32.6958
SSP245,2064,CANESM,492.77,61.1784,77.7058,68.0518
SSP245,2065,CANESM,522.095,74.2248,80.5347,34.0676
SSP245,2066,CANESM,409.758,81.0434,45.5361,16.9836
SSP245,2067,CANESM,558.964,53.2098,36.5362,30.3222
SSP245,2068,CANESM,486.272,102.724,72.6511,81.9944
SSP245,2069,CANESM,516.143,46.649,76.5928,40.5988
SSP245,2070,CANESM,508.205,54.4542,33.6177,62.6638
SSP245,2080,CANESM,556.252,26.2885,37.0824,50.2541
SSP245,2081,CANESM,465.973,40.6309,55.3977,65.4691
SSP245,2082,CANESM,450.832,98.3068,77.3253,22.3144
SSP245,2083,CANESM,504.559,153.483,57.8817,18.4169
SSP245,2084,CANESM,501.218,93.2751,40.1054,76.8677
SSP245,2085,CANESM,455.361,115.314,92.6653,36.8467
SSP245,2086,CANESM,553.326,69.9427,24.7039,22.7047
SSP245,2087,CANESM,577.698,39.517,39.2418,70.1828
SSP245,2088,CANESM,518.243,56.6851,62.4966,62.4007
SSP245,2089,CANESM,470.37,71.002,67.497,34.8922
SSP245,2090,CANESM,537.139,54.1263,107.538,99.0812
SSP245,2091,CANESM,535.615,75.9175,41.0854,59.8136
SSP245,2092,CANESM,515.379,29.0623,39.4644,60.1594
SSP245,2093,CANESM,609.946,7.05666,28.5072,33.0731
SSP245,2094,CANESM,475.337,114.679,72.9418,94.7473
SSP245,2095,CANESM,547.461,62.7326,61.5838,26.7019
SSP245,2096,CANESM,589.526,37.1835,24.9631,24.2344
SSP245,2097,CANESM,572.448,31.196,94.3169,43.2408
SSP245,2098,CANESM,521.142,39.9055,45.6589,49.1703
SSP245,2099,CANESM,593.48,58.2627,48.8665,29.4435
SSP245,2100,CANESM,498.041,36.6807,66.3184,27.8824
SSP370,2023,CANESM,452.361,23.0855,70.2867,54.4746
SSP370,2024,CANESM,480.558,95.2058,61.1409,38.5695
SSP370,2025,CANESM,536.451,47.9114,63.5425,34.2681
SSP370,2026,CANESM,466.135,19.4203,7.70207,15.401
SSP370,2027,CANESM,460.304,83.5515,52.8737,75.6201
SSP370,2028,CANESM,408.877,40.5465,24.7011,37.4309
SSP370,2029,CANESM,468.631,83.1965,53.8883,84.0341
SSP370,2030,CANESM,506.161,15.3398,21.7939,17.5184
SSP370,2031,CANESM,486.485,26.0864,31.0833,88.6787
SSP370,2032,CANESM,382.333,58.2225,138.987,95.5113
SSP370,2033,CANESM,451.176,83.883,74.8105,93.3637
SSP370,2034,CANESM,440.501,32.5738,17.5795,76.4642
SSP370,2035,CANESM,412.61,123.843,54.7419,29.0319
SSP370,2036,CANESM,432.951,14.2622,54.2691,77.1145
SSP370,2037,CANESM,386.774,112.553,72.1967,27.5386
SSP370,2038,CANESM,541.875,37.1254,32.5812,79.2344
SSP370,2039,CANESM,449.895,51.6969,78.5399,41.0363
SSP370,2040,CANESM,460.942,56.4756,37.9635,40.6626
SSP370,2041,CANESM,514.299,44.1137,75.1528,40.3415
SSP370,2042,CANESM,440.524,37.7845,39.8016,86.4829
SSP370,2043,CANESM,471.28,58.889,17.8443,106.012
SSP370,2050,CANESM,470.799,38.6645,43.9606,55.0888
SSP370,2051,CANESM,496.065,48.1249,11.5095,18.5312
SSP370,2052,CANESM,634.852,22.2511,30.1005,35.2638
SSP370,2053,CANESM,516.306,89.5804,59.4578,108.627
SSP370,2054,CANESM,504.804,59.3391,71.8747,55.1174
SSP370,2055,CANESM,545.163,37.5279,68.5145,39.3747
SSP370,2056,CANESM,572.521,46.5308,14.7701,39.352
SSP370,2057,CANESM,489.322,105.747,65.7492,46.3488
SSP370,2058,CANESM,545.694,80.6487,8.32043,50.4733
SSP370,2059,CANESM,494.391,20.9825,87.7573,71.3695
SSP370,2060,CANESM,504.858,31.7287,59.0609,90.7724
SSP370,2061,CANESM,524.659,121.466,38.0802,130.741
SSP370,2062,CANESM,567.46,29.8045,87.0988,44.0779
SSP370,2063,CANESM,527.236,24.8768,67.0214,66.8589
SSP370,2064,CANESM,509.266,42.4284,35.9637,26.1682
SSP370,2065,CANESM,596.895,29.6713,37.8355,42.8332
SSP370,2066,CANESM,501.16,71.8168,130.401,34.7486
SSP370,2067,CANESM,475.701,24.491,35.5572,88.4874
SSP370,2068,CANESM,503.994,56.3553,59.8635,57.2838
SSP370,2069,CANESM,505.458,23.4801,99.7911,62.2638
SSP370,2070,CANESM,584.588,42.9975,17.6332,26.3893
SSP370,2080,CANESM,563.131,90.371,41.4476,156.939
SSP370,2081,CANESM,603.78,130.643,53.3385,49.6392
SSP370,2082,CANESM,541.545,83.8183,95.3658,25.8006
SSP370,2083,CANESM,561.696,47.0047,49.7037,53.5288
SSP370,2084,CANESM,612.277,12.1506,15.1911,15.6047
SSP370,2085,CANESM,566.647,94.689,79.9542,46.2525
SSP370,2086,CANESM,640.833,79.5877,42.8851,24.4044
SSP370,2087,CANESM,587.242,96.7728,71.0753,35.8999
SSP370,2088,CANESM,602.499,77.4028,62.4085,36.9049
SSP370,2089,CANESM,610.439,35.9686,56.0742,60.9225
SSP370,2090,CANESM,626.961,9.084,25.5914,51.9935
SSP370,2091,CANESM,613.402,65.0836,46.0787,90.9921
SSP370,2092,CANESM,541.667,59.3102,23.0335,98.0443
SSP370,2093,CANESM,575.12,35.7618,40.2944,69.5036
SSP370,2094,CANESM,545.743,15.6373,33.8541,37.3494
SSP370,2095,CANESM,622.683,45.3179,23.714,86.9553
SSP370,2096,CANESM,657.446,25.4815,46.7533,33.4613
SSP370,2097,CANESM,619.901,79.2573,22.1968,33.7005
SSP370,2098,CANESM,575.814,81.8825,56.3033,43.0167
SSP370,2099,CANESM,592.104,38.4966,38.7265,53.9726
SSP370,2100,CANESM,607.778,64.7261,68.3169,52.3925
SSP585,2023,CANESM,414.858,46.8616,27.4505,29.9965
SSP585,2024,CANESM,468.82,37.3885,32.3913,57.5535
SSP585,2025,CANESM,493.397,33.7407,15.2615,27.259
SSP585,2026,CANESM,404.727,56.4752,66.3838,60.7383
SSP585,2027,CANESM,478.597,30.1315,36.2686,47.8003
SSP585,2028,CANESM,378.672,12.1376,38.4687,85.3446
SSP585,2029,CANESM,439.898,89.1778,48.8919,41.5018
SSP585,2030,CANESM,506.509,75.0119,76.5336,124.298
SSP585,2031,CANESM,348.431,50.057,135.46,108.191
SSP585,2032,CANESM,457.725,69.169,104.383,25.1537
SSP585,2033,CANESM,405.798,96.1633,76.0923,59.9264
SSP585,2034,CANESM,483.45,28.8105,72.6988,210.239
SSP585,2035,CANESM,429.269,43.0568,112.451,33.0699
SSP585,2036,CANESM,499.776,50.0249,72.108,42.5007
SSP585,2037,CANESM,477.99,125.321,20.129,12.4886
SSP585,2038,CANESM,456.006,101.172,65.2652,51.2531
SSP585,2039,CANESM,479.192,81.9267,46.081,49.3234
SSP585,2040,CANESM,428.895,103.666,52.7586,72.214
SSP585,2041,CANESM,474.081,27.1141,84.9363,87.239
